 k=1.000e+03, gamma=0.300, dt=0.1000, T=1, stopTime=10.0000
 t,i,x,y,r,U,xMin,xMax,yMin,yMax,width,height,area
0.10000,0,9.42163,6.84135,0.4242,0.41885,0.32018,9.96452,0.09132,9.77156,9.64434,9.68024
0.10000,1,2.38965,0.95786,0.3658,
0.10000,2,0.66571,2.26015,0.2800,
0.10000,3,5.81525,2.38750,0.4118,
0.10000,4,8.75614,9.27111,0.3979,
0.10000,5,0.61793,8.76682,0.2977,
0.10000,6,6.18338,5.50620,0.4847,
0.10000,7,7.24860,6.62524,0.3112,
0.10000,8,8.47896,4.65435,0.4120,
0.10000,9,7.65773,0.30334,0.2120,
0.10000,10,7.95270,3.39172,0.3922,
0.10000,11,7.55821,9.37955,0.2308,
0.10000,12,4.83064,3.30032,0.4750,
0.10000,13,4.00173,0.69533,0.4301,
0.10000,14,3.33138,7.80507,0.2586,
0.10000,15,2.80776,3.08241,0.4929,
0.10000,16,9.76096,5.30429,0.2036,
0.10000,17,8.71044,1.27166,0.3009,
0.10000,18,7.73408,1.16732,0.3282,
0.10000,19,2.55490,6.44432,0.4327,
0.10000,20,4.41805,8.66648,0.2564,
0.10000,21,0.87824,4.11319,0.4242,
0.10000,22,1.69258,9.34102,0.4305,
0.10000,23,8.57629,5.42024,0.3890,
0.10000,24,3.61641,4.49047,0.3858,
0.10000,25,3.53311,2.33021,0.2420,
0.10000,26,6.59938,8.14499,0.2958,
0.10000,27,4.96626,6.50231,0.4932,
0.10000,28,9.58745,1.11620,0.3626,
0.10000,29,6.92265,9.25863,0.2365,
0.20000,0,9.41207,6.85923,0.4242,0.00233,0.30279,10.00216,0.11199,9.80189,9.69937,9.68989
0.20000,1,2.35506,0.94797,0.3658,
0.20000,2,0.70043,2.22991,0.2800,
0.20000,3,5.81323,2.41795,0.4118,
0.20000,4,8.70842,9.28981,0.3979,
0.20000,5,0.60054,8.73603,0.2977,
0.20000,6,6.22914,5.53350,0.4847,
0.20000,7,7.28313,6.64187,0.3112,
0.20000,8,8.43624,4.38423,0.4120,
0.20000,9,7.62191,0.32401,0.2120,
0.20000,10,7.98282,3.39882,0.3922,
0.20000,11,7.56059,9.40935,0.2308,
0.20000,12,4.83932,3.29960,0.4750,
0.20000,13,3.96608,0.65850,0.4301,
0.20000,14,3.29280,7.78696,0.2586,
0.20000,15,2.80402,3.05824,0.4929,
0.20000,16,9.79860,5.30425,0.2036,
0.20000,17,8.69656,1.30276,0.3009,
0.20000,18,7.78008,1.18601,0.3282,
0.20000,19,2.57152,6.39684,0.4327,
0.20000,20,4.44707,8.69543,0.2564,
0.20000,21,0.84347,4.10375,0.4242,
0.20000,22,1.64595,9.37135,0.4305,
0.20000,23,8.60204,5.68034,0.3890,
0.20000,24,3.65331,4.48485,0.3858,
0.20000,25,3.51299,2.32678,0.2420,
0.20000,26,6.56249,8.14251,0.2958,
0.20000,27,4.93881,6.54259,0.4932,
0.20000,28,9.54531,1.12105,0.3626,
0.20000,29,6.96890,9.21646,0.2365,
0.30000,0,9.40281,6.87659,0.4242,0.14872,0.28592,10.01725,0.13205,9.83131,9.73133,9.69926
0.30000,1,2.32149,0.93838,0.3658,
0.30000,2,0.73411,2.20057,0.2800,
0.30000,3,5.81128,2.44750,0.4118,
0.30000,4,8.66213,9.30795,0.3979,
0.30000,5,0.58367,8.70616,0.2977,
0.30000,6,6.27354,5.55999,0.4847,
0.30000,7,7.31663,6.65800,0.3112,
0.30000,8,8.39479,4.12216,0.4120,
0.30000,9,7.58715,0.34406,0.2120,
0.30000,10,8.01205,3.40571,0.3922,
0.30000,11,7.56290,9.43825,0.2308,
0.30000,12,4.84775,3.29890,0.4750,
0.30000,13,3.93149,0.62276,0.4301,
0.30000,14,3.25536,7.76940,0.2586,
0.30000,15,2.80039,3.03479,0.4929,
0.30000,16,9.81369,5.30421,0.2036,
0.30000,17,8.68309,1.33292,0.3009,
0.30000,18,7.82470,1.20415,0.3282,
0.30000,19,2.58765,6.35078,0.4327,
0.30000,20,4.47523,8.72352,0.2564,
0.30000,21,0.80974,4.09460,0.4242,
0.30000,22,1.60069,9.40077,0.4305,
0.30000,23,8.62704,5.93269,0.3890,
0.30000,24,3.68912,4.47939,0.3858,
0.30000,25,3.49346,2.32346,0.2420,
0.30000,26,6.52669,8.14011,0.2958,
0.30000,27,4.91218,6.58168,0.4932,
0.30000,28,9.50442,1.12576,0.3626,
0.30000,29,7.01378,9.17554,0.2365,
0.40000,0,9.39381,6.89343,0.4242,31.44522,0.26955,9.86071,0.15151,9.85985,9.59116,9.70835
0.40000,1,2.28893,0.92908,0.3658,
0.40000,2,0.76679,2.17210,0.2800,
0.40000,3,5.80939,2.47616,0.4118,
0.40000,4,8.61721,9.32555,0.3979,
0.40000,5,0.56730,8.67718,0.2977,
0.40000,6,6.31662,5.58569,0.4847,
0.40000,7,7.34914,6.67365,0.3112,
0.40000,8,8.35457,3.86789,0.4120,
0.40000,9,7.55343,0.36352,0.2120,
0.40000,10,8.04041,3.41239,0.3922,
0.40000,11,7.56515,9.46630,0.2308,
0.40000,12,4.85593,3.29822,0.4750,
0.40000,13,3.89794,0.58809,0.4301,
0.40000,14,3.21903,7.75235,0.2586,
0.40000,15,2.79687,3.01204,0.4929,
0.40000,16,9.65715,5.30416,0.2036,
0.40000,17,8.67002,1.36219,0.3009,
0.40000,18,7.86800,1.22174,0.3282,
0.40000,19,2.60329,6.30609,0.4327,
0.40000,20,4.50255,8.75077,0.2564,
0.40000,21,0.77702,4.08572,0.4242,
0.40000,22,1.55679,9.42931,0.4305,
0.40000,23,8.65128,6.17753,0.3890,
0.40000,24,3.72387,4.47410,0.3858,
0.40000,25,3.47452,2.32023,0.2420,
0.40000,26,6.49196,8.13778,0.2958,
0.40000,27,4.88634,6.61960,0.4932,
0.40000,28,9.46475,1.13033,0.3626,
0.40000,29,7.05732,9.13585,0.2365,
0.50000,0,9.38509,6.90977,0.4242,27.32730,0.25367,10.14067,0.12438,9.88755,9.88700,9.76317
0.50000,1,2.25733,0.92005,0.3658,
0.50000,2,0.79850,2.14448,0.2800,
0.50000,3,5.80756,2.50397,0.4118,
0.50000,4,8.57363,9.34262,0.3979,
0.50000,5,0.55142,8.64906,0.2977,
0.50000,6,6.35842,5.61063,0.4847,
0.50000,7,7.38067,6.68884,0.3112,
0.50000,8,9.72872,5.67009,0.4120,
0.50000,9,7.52071,0.38240,0.2120,
0.50000,10,6.65475,1.36996,0.3922,
0.50000,11,7.56732,9.49352,0.2308,
0.50000,12,4.86386,3.29755,0.4750,
0.50000,13,3.86538,0.55445,0.4301,
0.50000,14,3.18379,7.73582,0.2586,
0.50000,15,2.79345,2.98997,0.4929,
0.50000,16,9.50528,5.30412,0.2036,
0.50000,17,8.65734,1.39059,0.3009,
0.50000,18,7.91000,1.23881,0.3282,
0.50000,19,2.61848,6.26273,0.4327,
0.50000,20,4.52905,8.77721,0.2564,
0.50000,21,0.74526,4.07710,0.4242,
0.50000,22,1.51420,9.45701,0.4305,
0.50000,23,8.67481,6.41507,0.3890,
0.50000,24,3.75758,4.46896,0.3858,
0.50000,25,3.45614,2.31710,0.2420,
0.50000,26,6.45827,8.13552,0.2958,
0.50000,27,4.86127,6.65639,0.4932,
0.50000,28,9.42626,1.13477,0.3626,
0.50000,29,7.09957,9.09733,0.2365,
0.60000,0,9.37662,6.92562,0.4242,1051.29954,0.23827,11.04344,-1.00381,9.91442,10.80517,10.91823
0.60000,1,2.22668,0.91129,0.3658,
0.60000,2,0.82927,2.11769,0.2800,
0.60000,3,5.80577,2.53095,0.4118,
0.60000,4,8.53135,9.35919,0.3979,
0.60000,5,0.53601,8.62178,0.2977,
0.60000,6,6.39897,5.63482,0.4847,
0.60000,7,7.41127,6.70357,0.3112,
0.60000,8,10.63149,9.00035,0.4120,
0.60000,9,7.48897,0.40072,0.2120,
0.60000,10,5.31035,-0.61165,0.3922,
0.60000,11,7.56944,9.51992,0.2308,
0.60000,12,4.87155,3.29691,0.4750,
0.60000,13,3.83379,0.52181,0.4301,
0.60000,14,3.14960,7.71977,0.2586,
0.60000,15,2.79014,2.96855,0.4929,
0.60000,16,8.39221,3.72237,0.2036,
0.60000,17,8.64504,1.41814,0.3009,
0.60000,18,7.95076,1.25538,0.3282,
0.60000,19,2.63320,6.22066,0.4327,
0.60000,20,4.55477,8.80286,0.2564,
0.60000,21,0.71446,4.06874,0.4242,
0.60000,22,1.47287,9.48388,0.4305,
0.60000,23,8.69763,6.64555,0.3890,
0.60000,24,3.79028,4.46398,0.3858,
0.60000,25,3.43831,2.31407,0.2420,
0.60000,26,6.42557,8.13332,0.2958,
0.60000,27,4.83695,6.69208,0.4932,
0.60000,28,9.38892,1.13907,0.3626,
0.60000,29,7.14055,9.05996,0.2365,
0.70000,0,10.09095,7.23903,0.4242,3634.26528,0.22332,10.51513,0.06008,12.64340,10.29182,12.58332
0.70000,1,2.19693,0.90280,0.3658,
0.70000,2,0.85911,2.09169,0.2800,
0.70000,3,5.80405,2.55713,0.4118,
0.70000,4,8.49032,9.37526,0.3979,
0.70000,5,0.52107,8.59531,0.2977,
0.70000,6,6.43831,5.65829,0.4847,
0.70000,7,7.44096,6.71787,0.3112,
0.70000,8,1.15126,12.23145,0.4120,
0.70000,9,7.45817,0.41849,0.2120,
0.70000,10,4.00598,7.42858,0.3922,
0.70000,11,7.57149,9.54554,0.2308,
0.70000,12,4.87902,3.29629,0.4750,
0.70000,13,3.80314,0.49014,0.4301,
0.70000,14,3.11642,7.70421,0.2586,
0.70000,15,2.78692,2.94778,0.4929,
0.70000,16,7.31229,2.18771,0.2036,
0.70000,17,8.63310,1.44487,0.3009,
0.70000,18,7.99030,1.27145,0.3282,
0.70000,19,2.64749,6.17984,0.4327,
0.70000,20,4.57972,8.82775,0.2564,
0.70000,21,0.68457,4.06063,0.4242,
